words,Type,surp_UD,surp_HD,item_id,cond
किताबें,,1.09319,0.58196,24,a
पिछले,,0.04532,0.51162,24,a
साल,,0.61588,2.42184,24,a
गर्मियों,,0.92255,0.65691,24,a
में,,0.01175,0.10869,24,a
बेचीं,,1.4987,0.22958,24,a
थीं,,0.00274,0.00482,24,a
बरेली,,0.09496,0.35241,24,a
का,,0.7463,0.66941,24,a
रहनेवाला,,0.25358,0.11273,24,a
है,,0.22916,0.35291,24,a
।,,0.67543,0.46181,24,a
वह,,0.0007,0.10484,24,b
अध्यापक,,0.19439,0.88503,24,b
जिसने,,0.00975,0.05763,24,b
पिछले,,0.09418,0.5069,24,b
साल,,0.94369,1.78831,24,b
गर्मियों,,0.89583,0.65691,24,b
में,,0.01175,0.10869,24,b
बेचीं,,1.56559,0.22958,24,b
थीं,,0.00274,0.00482,24,b
किताबें,,0.1426,0.67174,24,b
बरेली,,0.51165,0.62692,24,b
का,,0.71568,0.62937,24,b
रहनेवाला,,0.26353,0.1194,24,b
है,,0.22916,0.35291,24,b
।,,0.67543,0.46181,24,b
वह,,0.0007,0.10484,24,c
किताबें,,0.19431,0.88503,24,c
जिनको,,0.00976,0.05763,24,c
उस,,0.02458,0.08714,24,c
अध्यापक,,0.64456,1.15604,24,c
ने,,0.01597,0.15816,24,c
पिछले,,0.03212,0.484,24,c
साल,,0.48313,2.45708,24,c
गर्मियों,,0.92255,0.65691,24,c
में,,0.01175,0.10869,24,c
बेचा,,1.80365,0.22958,24,c
था,,0.00266,0.00449,24,c
पुरानी,,0.15508,0.29899,24,c
हो,,0.17251,0.10316,24,c
रहीं,,0.13795,0.1892,24,c
थीं,,0.16896,0.21164,24,c
।,,0.53718,0.51119,24,c
वह,,0.0007,0.10484,24,d
किताबें,,0.19431,0.88503,24,d
जिनको,,0.00976,0.05763,24,d
पिछले,,0.09429,0.5069,24,d
साल,,0.94448,1.78831,24,d
गर्मियों,,0.89583,0.65691,24,d
में,,0.01175,0.10869,24,d
बेचा,,1.56496,0.22958,24,d
था,,0.00266,0.00449,24,d
उस,,0.22282,0.66521,24,d
अध्यापक,,0.17294,0.67308,24,d
ने,,0.17274,0.31225,24,d
पुरानी,,0.55129,0.63672,24,d
हो,,0.31057,0.11817,24,d
रहीं,,0.13795,0.1892,24,d
थीं,,0.16896,0.21164,24,d
।,,0.53718,0.51119,24,d
