item	roi	word	surprisal	retrieval,surprisal
102	13	थी।	0.41820	308.717143793644,0.33081
104	1	वह	0.00071	51.0,0.10484
104	2	पहेली	0.20173	174.30855296529043,0.88503
104	3	जिसको	0.00893	51.00000000000003,0.05763
104	4	क्लास	1.16880	196.6171059305808,0.58265
104	5	में	0.01139	123.30855296529046,0.1102
104	6	सुलझाया	1.01866	477.54969187468475,0.22512
104	7	था	0.00219	123.30855296529035,0.00447
104	8	उस	0.20980	244.57055928758768,0.66822
104	9	प्रोफेसर	0.16063	353.92614755459044,0.67069
104	10	ने	0.16328	145.61710593058092,0.31225
104	11	बहुत	0.58724	300.6896972323168,0.70836
104	12	कठिन	0.22820	262.2849151185146,0.38749
104	13	थी।	0.41820	395.48949380375825,0.33081
106	1	वह	0.00071	51.0,0.10484
106	2	ग्राहक	0.20192	174.30855296529043,0.88503
106	3	जिसने	0.00893	51.00000000000003,0.05763
106	4	कमीज	1.16978	196.6171059305808,0.58196
106	5	बहुत	0.04600	51.0,0.13633
106	6	जल्दीबाजी	0.59149	218.92565889587127,2.57874
106	7	में	0.01139	123.30855296529046,0.11141
106	8	खरीदी	1.23532	682.1097982404541,0.16861
106	9	थी	0.00221	123.30855296529035,0.00476
106	10	इस	0.30010	244.57055928758768,0.83285
106	11	दुकान	0.16445	421.5681967394539,0.62649
106	12	में	0.14869	145.6171059305807,0.23444
106	13	कई	0.56859	406.89419421075036,1.20706
106	14	बार	0.20789	744.3121663443148,0.74132
106	15	आ	0.63079	443.1915038395168,0.23788
106	16	चुका	0.18988	145.61710593058115,0.22037
106	17	है।	0.45736	367.0651459006558,0.5783
108	1	वह	0.00071	51.0,0.10484
108	2	ग्राहक	0.20192	174.30855296529043,0.88503
108	3	जिसने	0.00893	51.00000000000003,0.05763
108	4	बहुत	0.07137	51.0,0.12019
108	5	जल्दीबाजी	0.87694	196.6171059305808,1.71905
108	6	में	0.01110	123.30855296529046,0.11141
108	7	खरीदी	1.29664	669.5958665535985,0.16861
108	8	थी	0.00221	123.30855296529035,0.00476
108	9	कमीज	0.12818	291.3558389313814,0.6707
108	10	इस	0.58394	292.8730417452109,1.13545
108	11	दुकान	0.16735	506.300951046165,0.65582
108	12	में	0.14869	145.6171059305807,0.23444
108	13	कई	0.56859	443.81207179625017,1.20706
108	14	बार	0.20789	832.5854360762196,0.74132
108	15	आ	0.63079	477.84514939242536,0.23788
108	16	चुका	0.18988	145.6171059305807,0.22037
108	17	है।	0.45736	383.4246730700979,0.5783
110	1	वह	0.00071	51.0,0.10484
110	2	कमीज	0.20164	174.30855296529043,0.88503
110	3	जिसको	0.00893	51.00000000000003,0.05763
110	4	उस	0.02087	51.0,0.08714
110	5	ग्राहक	0.65389	196.6171059305808,1.15604
110	6	ने	0.01344	123.30855296529046,0.15816
110	7	बहुत	0.03391	101.0,0.1337
110	8	जल्दीबाजी	0.50478	218.92565889587127,2.61947
110	9	में	0.01139	145.6171059305808,0.11141
110	10	खरीदा	1.55594	929.0068749927816,0.16863
110	11	था	0.00219	123.30855296529035,0.00448
110	12	जापान	0.08584	197.78527964379373,0.35125
110	13	में	0.70245	167.9256588958715,0.67226
110	14	बनती	0.25655	359.05669943843895,0.1127
110	15	है।	0.80137	247.2358423672954,0.56013
112	1	वह	0.00071	51.0,0.10484
112	2	कमीज	0.20164	174.30855296529043,0.88503
112	3	जिसको	0.00893	51.00000000000003,0.05763
112	4	बहुत	0.07143	51.0,0.12019
112	5	जल्दीबाजी	0.87751	196.6171059305808,1.71905
112	6	में	0.01110	123.30855296529046,0.11141
112	7	खरीदा	1.29523	669.5958665535985,0.16863
112	8	था	0.00219	123.30855296529035,0.00448
112	9	उस	0.20949	244.57055928758768,0.66639
112	10	ग्राहक	0.16063	353.92614755459044,0.67213
112	11	ने	0.16319	145.6171059305807,0.31225
