item	roi	word	surprisal	retrieval
138	10	मेरे	0.92910	101.0
138	11	बेटे	0.88598	51.0
138	12	की	0.10851	123.30855296529035
138	13	टीचर	0.66382	101.0
138	14	है	0.95293	145.6171059305807
138	15	।	0.33061	200.05665267703762
140	1	वह	0.10484	51.0
140	2	औरत	0.88503	174.30855296529043
140	3	जिसने	0.05763	51.00000000000003
140	4	पिछले	0.50690	51.0
140	5	महीने	1.79679	395.92912833426476
140	6	खरीदी	0.16528	406.3016002352248
140	7	थी	0.00428	123.30855296529035
140	8	लाल	0.25862	244.57055928758768
140	9	गाड़ी	0.65927	353.92614755459044
140	10	मेरे	1.64334	101.0
140	11	बेटे	0.74639	51.0
140	12	की	0.10851	123.30855296529057
140	13	टीचर	0.66382	101.0
140	14	है	0.95293	145.6171059305807
140	15	।	0.33061	200.05665267703762
142	1	वह	0.03664	51.0
142	2	लाल	0.22762	51.0
142	3	गाड़ी	1.66648	174.30855296529046
142	4	जिसको	0.36439	51.0
142	5	उस	0.07697	51.0
142	6	औरत	1.08522	174.30855296529046
142	7	ने	0.15816	123.30855296529046
142	8	पिछले	0.48400	101.0
142	9	महीने	3.49380	1442.9892177285324
