item	roi	word	surprisal	retrieval
86	5	बढ़ई	0.22969	217.02091398756863
86	6	ने	0.16327	123.30855296529046
86	7	नीम	0.71185	381.75065273198913
86	8	के	0.09648	145.61710593058092
86	9	पेड़	0.90408	547.1575472443346
86	10	के	0.09645	167.9256588958715
86	11	नीचे	0.38014	202.2274140710133
86	12	बनाया	0.88983	499.43092771761167
86	13	था	0.12714	123.30855296529035
86	14	लकड़ी	0.42442	874.4046246615617
86	15	की	0.54704	723.2602888202878
86	16	है।	0.47276	359.4337706764536
88	1	वह	0.00054	51.0
88	2	अलमारी	0.75410	224.30855296529046
88	3	जिसको	0.20924	145.6171059305808
88	4	नीम	0.21062	200.05665267703773
88	5	के	0.13831	123.30855296529046
88	6	पेड़	0.71157	356.5628739731528
88	7	के	0.09645	145.61710593058092
88	8	नीचे	0.38014	200.05665267703785
88	9	बनाया	0.88983	428.17890196136955
88	10	था	0.12714	123.30855296529035
88	11	उस	0.51426	336.21880166638834
88	12	बढ़ई	0.20797	586.5388733273803
88	13	ने	0.16327	167.9256588958715
88	14	लकड़ी	0.71181	881.3211213967311
88	15	की	1.00073	728.3698858536022
88	16	है।	0.47276	361.1123046243529
90	1	वह	0.00071	51.0
90	2	दुकानदार	0.20160	174.30855296529043
90	3	जिसने	0.00891	51.00000000000003
90	4	पुरानी	0.09365	51.0
90	5	बन्दूक	0.97647	196.6171059305808
90	6	इस	0.00761	51.0
90	7	साल	0.39732	218.92565889587127
90	8	एक-दो	0.03336	51.0
90	9	बार	0.45459	241.2342118611616
90	10	म्यूजियम	0.82475	51.0
90	11	में	0.00975	123.30855296529035
90	12	दिखायी	1.98284	1350.955121035696
90	13	थी	0.00220	123.30855296529035
90	14	मशहूर	0.13998	244.57055928758746
90	15	संग्रहकर्ता	0.17105	556.8522951091809
90	16	है।	0.56752	251.04678556684576
92	1	वह	0.00071	51.0
92	2	दुकानदार	0.20160	174.30855296529043
92	3	जिसने	0.00891	51.00000000000003
92	4	इस	0.01067	51.0
92	5	साल	0.55950	196.6171059305808
92	6	एक-दो	0.02214	51.0
92	7	बार	0.40702	218.92565889587127
92	8	म्यूजियम	0.92161	51.0
92	9	में	0.00975	123.30855296529046
92	10	दिखायी	1.75947	1094.6169214665106
92	11	थी	0.00220	123.30855296529035
92	12	पुरानी	0.13939	197.78527964379373
92	13	बन्दूक	0.17115	471.8934263250567
92	14	मशहूर	0.55323	337.80219417328544
92	15	संग्रहकर्ता	0.17442	808.8180769915384
92	16	है।	0.56752	292.11268495833747
94	1	वह	0.00071	51.0
94	2	बन्दूक	0.20173	174.30855296529043
94	3	जिसको	0.00893	51.00000000000003
94	4	उस	0.02087	51.0
94	5	दुकानदार	0.65485	196.6171059305808
94	6	ने	0.01344	123.30855296529046
94	7	इस	0.00519	101.0
94	8	साल	0.30173	218.92565889587127
94	9	एक-दो	0.02220	51.0
94	10	बार	0.40967	241.2342118611615
94	11	म्यूजियम	0.92161	51.0
94	12	में	0.00975	145.61710593058092
94	13	दिखाया	2.00942	1379.4203254144945
94	14	था	0.00218	123.30855296529035
94	15	अंग्रेज़ो	0.08549	197.78527964379373
94	16	के	0.65981	167.92565889587104
94	17	ज़माने	0.25841	675.1700983153169
94	18	की	0.98127	373.2256132754419
94	19	है।	0.45066	277.4440207655898
96	1	वह	0.00071	51.0
96	2	बन्दूक	0.20173	174.30855296529043
96	3	जिसको	0.00893	51.00000000000003
96	4	इस	0.01068	51.0
96	5	साल	0.55991	196.6171059305808
96	6	एक-दो	0.02214	51.0
96	7	बार	0.40702	218.92565889587127
96	8	म्यूजियम	0.92161	51.0
96	9	में	0.00975	123.30855296529046
96	10	दिखाया	1.75311	1094.6169214665106
96	11	था	0.00218	123.30855296529035
96	12	उस	0.20854	291.35583893138164
96	13	दुकानदार	0.15998	505.68260436302717
96	14	ने	0.16327	145.6171059305807
96	15	अंग्रेज़ो	0.73701	309.9745781894512
96	16	के	0.32497	167.92565889587104
96	17	ज़माने	0.41842	972.622768866675
96	18	की	0.98127	470.63813215945356
